;Unnamed: 0;Class;Code;Price;SalesUnit;Weight;WeightUnit;Length;Height;Width;Thickness;Diameter;Name;ShortDescription;Description;SmallImageURL;ImageURL;Material;Co2Em;CVCF;Waste Factor;Reuse;Recycled;Energy Recovery;Final Disposal;Hazardous Waste;Recycled Share
125;381;Metal sheets;2201102530;135.08.00;piece;54;piece;1500;;3000.00.00;1.05;;Teräslevy DC01 AmO 1.5x1500x3000mm;"Teräslevy DC01 AmO

1.5x1500x3000mm

Paino 54kg/kpl

";"Teräslevy DC01 AmO

1.5x1500x3000mm

Paino 54kg/kpl

Kylmävalssattu arkki laadussa DC01 AmO. Toimitetaan suojaöljyttynä, jolloin molemmat pinnat suojataan kevyellä öljyllä. Tämä estää korroosion normaaleissa olosuhteissa kuuden kuukauden ajan tuotteen valmistumisesta tehtaalta. Tuotteen pitkäaikainen varastointi voi aiheuttaa muutoksia mekaanisissa ominaisuuksissa, jolloin tuotteen muokattavuusominaisuudet voivat heikentyä.

";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/6274/F27A/E4D1/7456/6189/0A28/105F/2E83/teraeslevy-tuotekuva_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/6274/F27A/E4D1/7456/6189/0A28/105F/2E83/teraeslevy-tuotekuva_m.jpg;Steel;0.00;0.00;0.00;0;0;0;0;0;0
126;382;Metal sheets;2201102615;86.09.00;piece;32;piece;1000;;2000.00.00;2.00;;Teräslevy DC01 AmO 2.0x1000x2000mm;"Teräslevy DC01 AmO

2.0x1000x2000mm

Paino 32kg/kpl

";"Teräslevy DC01 AmO

2.0x1000x2000mm

Paino 32kg/kpl

Kylmävalssattu arkki laadussa DC01 AmO. Toimitetaan suojaöljyttynä, jolloin molemmat pinnat suojataan kevyellä öljyllä. Tämä estää korroosion normaaleissa olosuhteissa kuuden kuukauden ajan tuotteen valmistumisesta tehtaalta. Tuotteen pitkäaikainen varastointi voi aiheuttaa muutoksia mekaanisissa ominaisuuksissa, jolloin tuotteen muokattavuusominaisuudet voivat heikentyä.

";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/6274/F27A/E4D1/7456/6189/0A28/105F/2E83/teraeslevy-tuotekuva_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/6274/F27A/E4D1/7456/6189/0A28/105F/2E83/teraeslevy-tuotekuva_m.jpg;Steel;0.00;0.00;0.00;0;0;0;0;0;0
127;383;Metal sheets;2201103380;134.03.00;piece;50;piece;1250;;2500.00.00;2.00;;Teräslevy DC01 AmO 2.0x1250x2500mm;"Teräslevy DC01 AmO

2.0x1250x2500mm

Paino 50kg/kpl

";"Teräslevy DC01 AmO

2.0x1250x2500mm

Paino 50kg/kpl

Kylmävalssattu arkki laadussa DC01 AmO. Toimitetaan suojaöljyttynä, jolloin molemmat pinnat suojataan kevyellä öljyllä. Tämä estää korroosion normaaleissa olosuhteissa kuuden kuukauden ajan tuotteen valmistumisesta tehtaalta. Tuotteen pitkäaikainen varastointi voi aiheuttaa muutoksia mekaanisissa ominaisuuksissa, jolloin tuotteen muokattavuusominaisuudet voivat heikentyä.

";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/6274/F27A/E4D1/7456/6189/0A28/105F/2E83/teraeslevy-tuotekuva_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/6274/F27A/E4D1/7456/6189/0A28/105F/2E83/teraeslevy-tuotekuva_m.jpg;Steel;0.00;0.00;0.00;0;0;0;0;0;0
128;384;Metal sheets;2201103040;180;piece;72;piece;1500;;3000.00.00;2.00;;Teräslevy DC01 AmO 2.0x1500x3000mm;"Teräslevy DC01 AmO

2.0x1500x3000mm

Paino 72kg/kpl

";"Teräslevy DC01 AmO

2.0x1500x3000mm

Paino 72kg/kpl

Kylmävalssattu arkki laadussa DC01 AmO. Toimitetaan suojaöljyttynä, jolloin molemmat pinnat suojataan kevyellä öljyllä. Tämä estää korroosion normaaleissa olosuhteissa kuuden kuukauden ajan tuotteen valmistumisesta tehtaalta. Tuotteen pitkäaikainen varastointi voi aiheuttaa muutoksia mekaanisissa ominaisuuksissa, jolloin tuotteen muokattavuusominaisuudet voivat heikentyä.

";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/6274/F27A/E4D1/7456/6189/0A28/105F/2E83/teraeslevy-tuotekuva_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/6274/F27A/E4D1/7456/6189/0A28/105F/2E83/teraeslevy-tuotekuva_m.jpg;Steel;0.00;0.00;0.00;0;0;0;0;0;0
129;385;Metal sheets;2201103210;104;piece;40;piece;1000;;2000.00.00;2.05;;Teräslevy DC01 AmO 2.5x1000x2000mm;"Teräslevy DC01 AmO

2.5x1000x2000mm

Paino 40kg/kpl

";"Teräslevy DC01 AmO

2.5x1000x2000mm

Paino 40kg/kpl

Kylmävalssattu arkki laadussa DC01 AmO. Toimitetaan suojaöljyttynä, jolloin molemmat pinnat suojataan kevyellä öljyllä. Tämä estää korroosion normaaleissa olosuhteissa kuuden kuukauden ajan tuotteen valmistumisesta tehtaalta. Tuotteen pitkäaikainen varastointi voi aiheuttaa muutoksia mekaanisissa ominaisuuksissa, jolloin tuotteen muokattavuusominaisuudet voivat heikentyä.

";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/6274/F27A/E4D1/7456/6189/0A28/105F/2E83/teraeslevy-tuotekuva_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/6274/F27A/E4D1/7456/6189/0A28/105F/2E83/teraeslevy-tuotekuva_m.jpg;Steel;0.00;0.00;0.00;0;0;0;0;0;0
130;386;Metal sheets;2201102785;167.09.00;piece;62.05.00;piece;1250;;2500.00.00;2.05;;Teräslevy DC01 AmO 2.5x1250x2500mm;"Teräslevy DC01 AmO

2.5x1250x2500mm

Paino 62.5kg/kpl

";"Teräslevy DC01 AmO

2.5x1250x2500mm

Paino 62.5kg/kpl

Kylmävalssattu arkki laadussa DC01 AmO. Toimitetaan suojaöljyttynä, jolloin molemmat pinnat suojataan kevyellä öljyllä. Tämä estää korroosion normaaleissa olosuhteissa kuuden kuukauden ajan tuotteen valmistumisesta tehtaalta. Tuotteen pitkäaikainen varastointi voi aiheuttaa muutoksia mekaanisissa ominaisuuksissa, jolloin tuotteen muokattavuusominaisuudet voivat heikentyä.

";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/6274/F27A/E4D1/7456/6189/0A28/105F/2E83/teraeslevy-tuotekuva_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/6274/F27A/E4D1/7456/6189/0A28/105F/2E83/teraeslevy-tuotekuva_m.jpg;Steel;0.00;0.00;0.00;0;0;0;0;0;0
131;387;Metal sheets;2201103465;225;piece;90;piece;1500;;3000.00.00;2.05;;Teräslevy DC01 AmO 2.5x1500x3000mm;"Teräslevy DC01 AmO

2.5x1500x3000mm

Paino 90kg/kpl

";"Teräslevy DC01 AmO

2.5x1500x3000mm

Paino 90kg/kpl

Kylmävalssattu arkki laadussa DC01 AmO. Toimitetaan suojaöljyttynä, jolloin molemmat pinnat suojataan kevyellä öljyllä. Tämä estää korroosion normaaleissa olosuhteissa kuuden kuukauden ajan tuotteen valmistumisesta tehtaalta. Tuotteen pitkäaikainen varastointi voi aiheuttaa muutoksia mekaanisissa ominaisuuksissa, jolloin tuotteen muokattavuusominaisuudet voivat heikentyä.

";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/6274/F27A/E4D1/7456/6189/0A28/105F/2E83/teraeslevy-tuotekuva_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/6274/F27A/E4D1/7456/6189/0A28/105F/2E83/teraeslevy-tuotekuva_m.jpg;Steel;0.00;0.00;0.00;0;0;0;0;0;0
132;388;Metal sheets;2201103550;130.03.00;piece;48;piece;1000;;2000.00.00;3.00;;Teräslevy DC01 AmO 3.0x1000x2000mm;"Teräslevy DC01 AmO

3.0x1000x2000mm

Paino 48kg/kpl

";"Teräslevy DC01 AmO

3.0x1000x2000mm

Paino 48kg/kpl

Kylmävalssattu arkki laadussa DC01 AmO. Toimitetaan suojaöljyttynä, jolloin molemmat pinnat suojataan kevyellä öljyllä. Tämä estää korroosion normaaleissa olosuhteissa kuuden kuukauden ajan tuotteen valmistumisesta tehtaalta. Tuotteen pitkäaikainen varastointi voi aiheuttaa muutoksia mekaanisissa ominaisuuksissa, jolloin tuotteen muokattavuusominaisuudet voivat heikentyä.

";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/6274/F27A/E4D1/7456/6189/0A28/105F/2E83/teraeslevy-tuotekuva_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/6274/F27A/E4D1/7456/6189/0A28/105F/2E83/teraeslevy-tuotekuva_m.jpg;Steel;0.00;0.00;0.00;0;0;0;0;0;0
133;389;Metal sheets;2201103635;201.04.00;piece;75;piece;1250;;2500.00.00;3.00;;Teräslevy DC01 AmO 3.0x1250x2500mm;"Teräslevy DC01 AmO

3.0x1250x2500mm

Paino 75kg/kpl

";"Teräslevy DC01 AmO

3.0x1250x2500mm

Paino 75kg/kpl

Kylmävalssattu arkki laadussa DC01 AmO. Toimitetaan suojaöljyttynä, jolloin molemmat pinnat suojataan kevyellä öljyllä. Tämä estää korroosion normaaleissa olosuhteissa kuuden kuukauden ajan tuotteen valmistumisesta tehtaalta. Tuotteen pitkäaikainen varastointi voi aiheuttaa muutoksia mekaanisissa ominaisuuksissa, jolloin tuotteen muokattavuusominaisuudet voivat heikentyä.

";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/6274/F27A/E4D1/7456/6189/0A28/105F/2E83/teraeslevy-tuotekuva_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/6274/F27A/E4D1/7456/6189/0A28/105F/2E83/teraeslevy-tuotekuva_m.jpg;Steel;0.00;0.00;0.00;0;0;0;0;0;0
134;390;Metal sheets;2201103805;246.09.00;piece;108;piece;1500;;3000.00.00;3.00;;Teräslevy DC01 AmO 3.0x1500x3000mm;"Teräslevy DC01 AmO

3.0x1500x3000mm

Paino 108kg/kpl

";"Teräslevy DC01 AmO

3.0x1500x3000mm

Paino 108kg/kpl

Kylmävalssattu arkki laadussa DC01 AmO. Toimitetaan suojaöljyttynä, jolloin molemmat pinnat suojataan kevyellä öljyllä. Tämä estää korroosion normaaleissa olosuhteissa kuuden kuukauden ajan tuotteen valmistumisesta tehtaalta. Tuotteen pitkäaikainen varastointi voi aiheuttaa muutoksia mekaanisissa ominaisuuksissa, jolloin tuotteen muokattavuusominaisuudet voivat heikentyä.

";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/6274/F27A/E4D1/7456/6189/0A28/105F/2E83/teraeslevy-tuotekuva_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/6274/F27A/E4D1/7456/6189/0A28/105F/2E83/teraeslevy-tuotekuva_m.jpg;Steel;0.00;0.00;0.00;0;0;0;0;0;0
135;668;Metal sheets;TiGr1;1923;piece;33.08.00;piece;1250;;3000.00.00;2;;Titaanilevy Gr1 2x1250x3000mm;"Materiaali: Titaani Gr1

Koko: 1250x3000mm

Paksuus: 2.0mm";"Materiaali: Titaani Gr1

Koko: 1250x3000mm

Paksuus: 2.0mm

Paino: 33.8kg/kpl

";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E62/0177/AF81/1AAB/F811/0A28/105F/179F/RST-levy-cronvall_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E62/0177/AF81/1AAB/F811/0A28/105F/179F/RST-levy-cronvall_m.jpg;Titanium;0.00;0.00;0.00;0;0;0;0;0;0
136;669;Metal sheets;TiGr2;893;piece;18.07;piece;1000;;2000.00.00;2;;Titaanilevy Gr2 2x1000x2000mm;"Materiaali: Titaani Gr2

Koko: 1000x2000mm

Paksuus: 2.0mm";"Materiaali: Titaani Gr2

Koko: 1000x2000mm

Paksuus: 2.0mm

Paino: 18.7kg/kpl

";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E62/0177/AF81/1AAB/F811/0A28/105F/179F/RST-levy-cronvall_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E62/0177/AF81/1AAB/F811/0A28/105F/179F/RST-levy-cronvall_m.jpg;Titanium;0.00;0.00;0.00;0;0;0;0;0;0
137;670;Metal sheets;TiGr5;1618;piece;18.07;piece;1000;;2000.00.00;2;;Titaanilevy Gr5 2x1000x2000mm;"Materiaali: Titaani Gr5

Koko: 1000x2000mm

Paksuus: 2.0mm";"Materiaali: Titaani Gr5

Koko: 1000x2000mm

Paksuus: 2.0mm

Paino: 18.7kg/kpl

";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E62/0177/AF81/1AAB/F811/0A28/105F/179F/RST-levy-cronvall_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E62/0177/AF81/1AAB/F811/0A28/105F/179F/RST-levy-cronvall_m.jpg;Titanium;0.00;0.00;0.00;0;0;0;0;0;0
